SKU,Product Name,Status,Categories
"","Glass Sticker Printing","publish",""
"","PVC Sticker","publish",""
"","X Banners Printing","publish",""
"","Canvas Printing","publish",""
"","Cutout Standees","publish","Exhibitions &amp; Events | Standees &amp; Cutouts"
"","Fabric Backdrop Printing","publish","Backdrops | Large Format"
"","Fabric Pop Up","publish",""
"","Lama Stand","publish","Frame Banners &amp; Stands | Large Format"
"","Party Backdrop","publish","Exhibitions &amp; Events | Pop-Up &amp; Portable Displays"
"","Pop Up","publish",""
"","Step &#038; Repeat Backdrop","publish","Backdrops | Large Format"
"","Toblerone Signage","publish",""
"","Social Distancing Roll Up Banner","publish",""
"","Social Distancing Banners","publish",""
"","Social Distancing Posters","publish",""
"","Social Distancing Stickers","publish",""
"","Sanitizer Booth/Gate","publish",""
"","Sanitizer Dispenser Stand","publish",""
"","Protective Goggles","publish",""
"","Roll Up Banners","publish",""
"","Notebook &#038; Invoice Book Printing","publish",""
"","Calendar Printing","publish",""
"","Exhibition Stand","publish","Exhibition Stands &amp; Booths | Exhibitions &amp; Events"
"","Event Management","publish",""
"","Acrylic Signage","publish",""
"","3D Signage","publish","3D &amp; Illuminated Signage | Signage"
"","Soft Loop Handle Bag","publish",""
"","Die Cut Handle Bag","publish",""
"","Stamp &#038; Seal Makers","publish",""
"","Business Cards","publish","Business Cards | Print &amp; Stationery"
"","Face Shield Mask","publish",""
"","Face Mask Branding","publish",""
"","Teardrop Flags","publish",""
"","Telescopic Flags","publish","Feather &amp; Sail Flags | Flags"
"","Wall Mounted Flags","publish","Feather &amp; Sail Flags | Flags"
"","Wall Sticker Printing","publish",""
"","Vehicle Branding","publish","Car &amp; Van Branding | Vehicle Branding"
"","Fence Banners","publish","Exhibitions &amp; Events | Standees &amp; Cutouts"
"","Poster Printing","publish",""
"","Wooden Backdrop","publish","Exhibitions &amp; Events | Pop-Up &amp; Portable Displays"

